hatespeech,subtype,text
1,3,"@Mauhlerca Na cesti ni lepšega, kot ženska na piciklu. V ne-črni opravi. Izbira verjamem da potem ni lahka."
0,0,@JozeBizjak @SPodrojstva V @hisafranko se pač ne gre z kužkom! 2-4 urno fino obedovanje ni isto kot malica na vrtu lokalne gostilne.
0,0,"@kricac @JureBrankovic @gfajdi @PrometejDD Enako je z nekdaj kvalitetnimi Travel Ch, Nat.Geographic in Viasat History - samo še crap vrtijo."
1,1,@DivnaErzen Srbijanc posiljuje še mariborske penzioniste z ribjimi kostmi na majicah❗️Slovenska glasba jih zgleda ne zanima!
1,3,"@Iris__Haussmann @Brane49S @vagaja_boris Jebem ti mater, kuzla hudičeva rdečkarska! Jebal te pes garjavi!
Kaj je zdaj moj zločin?!"
0,0,"Piše, da bo zvečer -3 in sneg. Tu pri boardingu me kuri plus milijon skozi steklo rampe... #ontheroad"
0,0,Upajmo da bo pomagal dograditi Stozice in nekatere manjse objekte v LJ????? seveda nezastonj ! https://t.co/EApH0j4Bkz
1,1,Švedska se utaplja v kriminalu nigerijske tolpe BlackAx | Nova24TV https://t.co/Sh8fjplKSv
1,3,"@DamjanTo Babura brez potomstva je ""hudič"", ki sovraži samo sebe, pa še vse ostale, očitno jo Hitlerjev rojak ne obvlada!"
1,1,"@Daj_Manj Vsi čarapani znajo 🇸🇮, ampak nočejo, ker jim 🇸🇮 to dopuščamo. Žal veliko krivde je na naši strani."
1,3,@tasosedova Po moje gre to v obe smeri. Tud zenske s celulitom in v dopicnjakih komentirajo moske z dadbodyji in v slapah.
0,0,Medijske komunikacije iščejo tehniškega sodelavca! https://t.co/9zbkSK7c1x #medijske
0,0,"(VIDEO) Ali lahko policija ukrepa, če na cesti posnamemo objestnega voznika in ji posredujemo posnetek? https://t.co/Nfd7PdIDay"
0,0,"@jozevolf @Centrifuzija Mišljeno je bilo bolj v smislu: Vsak cepec meče petarde, ni to nekaj posebnega."
1,1,@borisvasev Še vedno čakam na vsakodnevna štihanja in samomorilske napade s strani kataloncev.
1,4,"@lucijausaj Pa ta zlikovec še ne bo nehal bedarije kvasit,kaj si on misli narcisoiden  primitiven mudžahadin.!"
1,1,@Ale90345415 @Jo_AnnaOfArt pognati jo od koder je prišla.............pa naj tam ureja po svojih načelih
0,0,@rokomavh @zaslovenijo2 Pesticidi pobili komarje? kaj vse naredi požar iz znanosti. Bojan jo je še dobro odnesel...
0,0,Ta konec tedna lahko na Črnem Trgu najdete kartice z Jokerji! https://t.co/uLcZ30fWdI https://t.co/MzWLt5E4GU
1,4,Odin proti Alahu: Bo nordijski bog premagal islamskega v boju proti kulturi posilstev? https://t.co/hrpgfhFSVq via @Nova24TV
1,2,"@crico111 Pedri, obrobneži, Skipetarci imajo oblast. Srbi so proti njim angeli. Mi pa sanjamo Kralja Matjaža!"
0,0,"Ha ha, vsako kolo se kaj pokloni Olimpiji v tej naši #plts. Če jim ne gre pač penal."
0,0,"Da bi se izognili poškodbam sušilnega stroja ali uničenju superg, jih sušite na zraku. https://t.co/hjPdHxSPlq"
1,4,"Uganite, ali so v državi muslimani presegli 20% ali ne? https://t.co/vUzJZZ2Fqe"
1,2,Ne se sprenevedat. Cilj mavričnega priročnika je manipulacija. Preko učiteljev do otrok - #pedagogika https://t.co/0aCaGVhRYq
1,1,@KilgoreSH5 @NormaMKorosec @ales_primc @BernardBrscic Komunist pa še čefur. Konec sveta.
1,3,kaj je ta baba pokvarjena ....a pride vse na svoje prej al slej ...https://t.co/0RESRbLqCw
0,0,Samo zavarovalnica (#generali) si lahko privošči reklamo dolgo minuto in pol v elitnem terminu. Dvakrat!
1,3,"Zato pa ženske, držte ga, če mate pravega. Ti novi baje niso več ""pravi dedi""! https://t.co/juar0VmUUn"
0,0,@DemsarBorut To ni nič novega. Itak se ve da bo huda recesija oz kriza. Cikli se ponavljajo.
1,1,"Na zadnjem lidlovem oglasu temnopolti moški lovi belo žensko. Tole pa ni nič ""woke""! https://t.co/tGC39UN1wb"
1,1,"@KatarinaJenko @janezgecc @Lupo_inc @Plavalka @p_zoran Pa halo pizza pokličeš ali pa Kitajca, konec."
0,0,"Licitacija je v polnem teku, hvala vsem!!! kmalu dodava še nove artikle :-) https://t.co/LKYn0ui9ys"
1,2,"Halo, Angelca, šokantno, v Ljubljani je Otroški bazar in izvajajo teorijo spola in posvojujejo otroke vsepoprek!"
0,0,Lahko bi informativnodnevno mladež po Ljubljani fural s helikopterjem... #gnetscha
0,0,@jozzi1joze @nejkom Dobro da niso dirke z pasjimi vpregami olimpijski šport.
0,0,Pozabljate kam ste odlozil kljuce/ocala...? Ko jih odlozite si za hip predstavljajte da eksplodirajo. #visualmemory #mozganisocudo #bajedela
0,0,Gasilska mladina z odličnimi uspehi na tekmovanjih - https://t.co/QCFz6II342 https://t.co/IKoznjdjSb
0,0,"Tujina reže črn kruh, ampak črn je bolj zdrav #odmevi @rtvslo @RTV_Slovenija"
0,0,@dragica12 V trgovskih centrih to skoraj ni več mogoče. Dohitevajo jih že vaške gostilne.
0,0,"Še huje je, če tranženska udari žensko, ki je bila prej moški. Bavcon bi moral ponovno iznajti indično sodbo. https://t.co/ys194Bmsck"
0,0,"Janša: Šarec potvarja zgodovino, slovenski komunisti so pobili več Slovencev kot fašisti https://t.co/BQMZg4D2lx https://t.co/a97Wpihtnv"
1,2,"@PerkoBenjamin @miran_lipovec @Alex4aleksandra ti še pedri niso, to so navadne pederčine"
1,3,"@MStrovs Socializem je iz moških naredil trote, namesto žensk pa imamo danes povečini moškulje!"
0,0,"Nova Demokracija zaradi jutrišnjega praznika nova številka revije DEMOKRACIJA že v arestih,koliko nakradenega so pripeljali nazaj?"
1,1,@cikibucka @BojanPozar @RTV_Slovenija @sarecmarjan Pa saj ti glupi Slovenci si zasluzjo da se ji jebe se premal se jih
1,4,Zlovešči načrt uničenja Evrope: kdo je na široko odprl vrata priseljevanju muslimanov na staro celino https://t.co/MQkU3zXV5z
0,0,"@MarjeticaM @RobertSifrer @Nebodigatreba2 @DavidNovak17 delodajalca, ki ga je pripeljal v državo, ne glede na kar koli."
0,0,@MatejTonin Šli ste se politikanstva in osramotili sebe in državo. Odstop bi bil primernejši odziv kot pa tvitanje ob takšni uri.
0,0,"Revija @Demokracija1, ki je že pri Vašem prodajalcu, je bila na meji ob #Kolpa. Oglejte si NAPOVEDNIK reportaže. https://t.co/1wmAYRG28V"
0,0,"Hud komad. Če ne bi Zlatkota vanj tlačili, bi bil pa še hudejši. :) https://t.co/B8nYVfuDQA"
0,0,"@ZofiWitch @luka259 @urska_t Hahaha, najboljs da tip pove kak hiter minejo bolecine od poroda 😂😂😂 sori stari, sam ne. NE!"
1,1,"Migranti, Šiptarji, samo Slovenci ne, kdor to voli naj c..... https://t.co/SvN8GOkelF"
1,2,@ZanMahnic @strankaSD @JJansaSDS Rdečo pederski tranzverstit me je blokilar.........!
0,0,"Najbolj vroca vadba ta hip, PILOXING KNOCKOUT z Dono Pavlovic v Sportclubu. https://t.co/10rHLx8oDe"
0,0,v tvoji tako oboževani jugoslaviji se je begunce streljalo na državni meji. https://t.co/uBBYCaL2kh
0,0,VIDEO: Maščevanje ustreljene goske – lovcu je padla na glavo in ga težko poškodovala. https://t.co/4XaXUaIehE
1,3,@roksa007 če se babe z mesarjem igrajo igrice-moš mislit kaj šele delajo pomorcu😁😁😁
0,0,Odkar smo v lokalu odpovedali FAKE NEWS @vecer ljudje ne serjejo več pri nas! Ker ni ceč tako kvalitetnega WC papirja!
0,0,"ESC 2015: prirojene srčne napake povezane s povečanim, a razmeroma majhnim tveganjem za ishemično možgansko kap - http://t.co/Uv4oELXyVD"
1,3,"Kaj mi je, odprem golica TV in kar ne morem nehati gledati vedeževanja v živo....kok so pa to dobre bejbe! *Pogledamo še energijo?* #kosmika"
0,0,@JurijTrontelj @Mauhlerca V takem terenu imam več kot 5km pašnikov narejenih. Dobro poznam to jebo.
0,0,"Je tvoja ventilatorska pečica tvoj najljubši TV program? 17.2. ob 18:20 se bo vse spremenilo. Prihaja ""Ana kuha""! http://t.co/65izzlTX"
1,1,"@JakaDolinar2 tam ukinit penicilin in žajfo, narava tako naredi naravno selekcijo"
1,1,"@BSkelaSavic Čefurka - kaj ti braniš?? Socialno državo, pred tem ste pa pokradli vse kar ni bilo pribito...😜🤪😂😂😖"
0,0,"@Kiki69 @nmusar Res? Zakaj pa potem tale prijetna ženička še kar gnije v kehi?

https://t.co/rcQ83btXtU"
1,1,"najprej me arabi zajebavajo,zaj sem tko nizko da me še bedasta riba podjebava"
0,0,@VeraG_KR @Japreva Tisto so bili najeti pizdunčki. Kdo jih je najel in plačal se ve. Mi smo jih samo izolirali in prepustili policajem.
1,1,@matjazg Izdajalci Slovenskega naroda SMC pošiljajo na volitve za MOL še enega srbjanca.
0,0,"@MarjeticaM @MihaelJurak @Bojanzadel @rogla A to si strokovno izračunala? Še sedaj pa ne vem, kakšen % je ožemanje."
0,0,"NAZORNO: To je najbolj pogost način ropa avtomobila. Šokiralo te bo, kako enostavno je. Oglej si prispevek in... https://t.co/czjwm8evah"
0,0,@Hrastnikov @petrasovdat Kristancic je pogost briski priimek😉 lahko je@pa tudi subvencionirano.
1,1,"@Oberxtweet @tomltoml Prasica Balkanska! Marš nazaj! Se pa bojim, da take pokvarjenke nikjer na Balkanu ne bi vzeli nazaj! #toje RESNICA!!!"
1,3,Dve blondinki gledata televizijo pa pride rjavolaska in ga vklopi. https://t.co/Z8QoS5WfJK
1,2,"Kakšen gnoj mora biti starš, da pelje otroka gledat to defektno izrojenost in mu celo da pedrsko zastavo v roke!? https://t.co/RImw2STccB"
1,3,"@ales_primc @jure_mastnak @NormaMKorosec Se pravi, da se jo da za jurja kupit?"
0,0,Vaja je oblake pregnala. Dvorišče naj se brž napolni! Začnemo čez 10 minut. https://t.co/0A8BXWlxzt
1,3,"""Ženske s celulitom ne smejo nositi kratkih hlač,"" je rekel tip z birbauhom, ki naokoli hodi brez majice."
1,1,Se že prosto sprehajajo! Policija v nedeljo pri Mednem ustavila štiri temnopolte moške https://t.co/zE6EKksvTw via @Nova24TV
1,3,"@KogojSlavko marš v 3⃣pm ‼️

babe prfuknjene na FDV s temi skupnimi #sekreti  🚾"
0,0,"@MihaRosa79 @sarecmarjan @JJansaSDS Ne vem zakaj se v povezavi z šarčevimi oldtimerji obregate v JJ?
Šarc je 100% imel v mislih kucana!"
0,0,"Janša: SDS so bo ves čas borila proti monopolom, pragmatizma tu ne bo uklonila, SDS se bo ves čas borila na tej fronti."
0,0,"Kje? V #gostilniStaripisker,Celje,Slovenija #steakhouse #dryaged steaki,zorjeni 60 do 90 dni https://t.co/Xz9x5g0p1p"
0,0,"@steinbuch A tole občutljivo reč s Palestino bodo sfurali tisti, ki maloprej niso znali šteti do 3, ko je šlo za občutljivo reč s Kitajsko?"
0,0,"@SavinskiS @MarkoSket Kje ste videli, da bi kdo za Kurdija pisal, da je musliman? Ta slika je ogabna manipulativna pro(ti)paganda. Kot prva."
0,0,Protipsihotična zdravila prva izbira z zdravljenje bolnikov z akutno manijo - http://t.co/VYFg7sMa
0,0,"@ZigaTurk partizanstva in domobranstva v politiki zgleda ni dovolj, je treba začet še močvirništvo vpletat... ajme..."
1,3,"@pengovsky @UrosPetohleb Pozdravi mi postonjske ride, pa paz, da nauš meu kej trdga med štiriplasnimi olagumami! Vso zabavo!"
1,1,"@JureHrvatic Potujčevanje s strani Nemcev ni nič bolj uničujoče za Slovence, kot tisto s strani Srbov."
1,1,"@People4Bernie @borisvoncina Kakšni ""people of Gaza""? To je usrana arabska golazen."
1,3,"Kafanske priče, Friday edition
""Debela baba lohk shujša, grda pa ne more lepa ratat"""
1,2,"Nek peder rabi 1 leto, da prekopira 2 leti staro idejo, kako nategniti Uatavno sodišče. https://t.co/c6TTA5OFOA"
0,0,"@ZigaTurk Presenecen, da ima zadnja opcija tako malo podpore! Verjetno samo nocejo direkt povedat. :)"
1,1,"@crico111 So infantilni. Za pnmožno šolo. Kako lahko sploh ekstirajo, v bližini moje drage Slovenije?"
1,4,"@BozoPredalic @vinkovasle1 In ni edina. Tudi nemške neveste želijo nazaj v #eu kot animatorke islama, šarije ognjenih efektov😝🗡🔫💣💥"
0,0,"Menda ja ne trdite, da sodnik Zobec ni zrela oseba in da ga varnostniki na sodišču ne poznajo? https://t.co/moE8IyGkQI"
1,1,"@ATBeatris @crico111 @sgsonjasg @FerdinandPusnik pri nas imajo komunalo čez šiptarji, baje. se pa ne mešam, tako pravijo."
0,0,"@drVinkoGorenak @TankoJoze @dr_Olaj Še bolj bo zaleglo, če postavimo policista na vsakih 10m. #nopasaran #policistanavsakopedSLOmeje"
1,3,"@lucijausaj Če sem prav obveščen, je ženski WC običajno bolj usran kot moški !"
1,3,"@BostjanFegus @MarkoFratnik @BernardBrscic Ahhh to pa ne, ti se delaš neumnega... veš, da so ženske noge pase,  ritke ste in 😊"
1,1,"@RadioSLOVENEC Delajo sramoto Sloveniji, vsem vzeti državljanstvo in naj se vrnejo v Jugoslavijo."
1,2,"@JoAnnaOfArT No ja... malo jih pa res ni. 
Da pa imajo stari homiči radi mlade fante, pa tudi drži."
0,0,"@desnosticni @Agathung To je, rov!?1 Od komonistov. ,Vemo, kak, rov. To vse, kar bom, rekla."
0,0,Študentka kupi podhlače - ščitnik za trtico za ski board. Foto je simboličen. https://t.co/r0QznaveKE
1,4,"@MarkoSket Antisemitizem aki kaj in dorodošli muslimani? Zmedene slovenske butice, ali propad narodne biti."
0,0,R'N'R v ritmu lipovga lista. Superge in tek. Bajadera za posladek. Življenje je praznik. #enjoylife #hedonistka
1,1,"@crico111 Črnci so tko največji rasisti, še za Jezusa mislejo da je bil črn :)"
0,0,"Lahko mi odsekate roko, če ne bi bolje metal prostih metov. Z zaprtimi očmi.. https://t.co/9K4aHKYCeo"
0,0,Pred štirimi leti je bila cela panika zaradi virtualno/računalniško simuliranih pasjih dirk.
0,0,"@pjarc Itak. Tresla se je gora, rodila miš, al kak ze pravijo. Malo je bl pihalo"
1,1,"@MatevzNovak Ker tam zivi najvec Balkancev! Na dezelo ti osebki ne gredo! V vecjih mestih jim je vse na voljo,tudi farmacevtke!"
0,0,".@ABratusek Beguncev ne smemo enačiti s teroristi. Evropa je zaenkrat na izpitu padla, zdaj pa moramo takoj stopiti skupaj in ukrepati."
0,0,Deset let sem šparal pecto evro za hude č ase sedaj sem bil premusan menjati pa sem moral plačati šest evro sa v trgovini ti ga ne vzamejo
0,0,Pozor pozor! Tokratni Domorodni četrtki bodo postregli z  miselnim soundtrackom človeka znotraj sistema - Gašper... https://t.co/qnRFfJzngt
0,0,"Iiiiis, sosedovi otrokcmi z balkona pošiljajo milne mehučke, ki letijo mimo mojega okna. E, zdaj bi bila v enem izmed njih :-) #nedelja"
1,4,"@BernardBrscic “Nekdo, ki je normalen, ne more postati musliman!” Rabi psihiatrično pomoč! #genau"
1,1,@had Od vseh narodnosti greš ti glih Italijane pohvalt? In to še pri vožnji! https://t.co/2Zlx639fPC
1,1,"@Millavzz @ToneMartinjak Uporablja se krovni izraz Čefurji, da ni potrebno vseh teh etnij naštevat."
1,3,"To, da je nagradni sklad enak kot pri moških, igrajo pa en set manj? 😬😜 https://t.co/LNep1K3Eda"
0,0,@had @petrasovdat @gregorKita To je pa ta druga legendarna pica... pa Franci iz Imperiusa jo je postregel
1,3,"""Kaj ga je zdej sram prpelat, prej b mislu!"" Ko prijatelj noce predatavt punce  😂"
1,1,"@lbna69 S šiptarji se naš narod ne bo nikoli paril. Zato je potrebno pazit, da Marko ne bo zamudil na ""Kosovo polje""."
1,1,"@Stanisl15592752 @ZmagoPlemeniti in to pišeš nekomu ki pravi da ima Slovensko nacjonalno stranko, v kateri so člani čefurji!!! ne se hecat"
1,1,"@krtmen @delMarki tako. Tudi zatiranja crncev so se Portugalci od crncev naucili. Crnih plemen ,ki so bila prevladujoca nad drugimi"
1,1,@cesenj @MSrebre ... na čolnih so tudi 3x žgani iz podsaharske Afrike. Afriko -Afričanom!
1,4,@JozeBiscak @JJansaSDS Vmes jim je za hrbtom kakor uslo nekaj 100 alahovcem.vse pod kontrolo
0,0,"Ja standart @KanalAMotoGP k se začne dogajat na dirkališču pa reklame.😡😵
#MotoGP"
1,3,"@ErikaPlaninsec @BandelliMarko @MisaVugrinec Ti parkiraš metlo preden tvitaš? Upam, da ja. Da ne tvitaš kar med poletom?"
0,0,"Prav solzica včeraj. Na konec 2017. Na minljivost.
Osmice mi niso fajn cifre.
Ampak itak bo zdaj zdaj spet novo leto."
0,0,@ZmagoPlemeniti Uvoz energentov je dovoljen samo izbrancem. Tega si ne more privoščiti vsak udbovec.
0,0,"Modrosti upokojencev št. 2: “V peklu jih je dosti in samo eno uro na dan delajo, v nebesih pa jih je malo, pa morajo 16.” #gremovpekel"
0,0,Klobasarna Ljubljana Enter Point Slovenija: https://t.co/agcLnbJrAV prek @YouTube
0,0,"@AfneGunca16 Mimogrede, bil sem na poslovilni od Rollingov 1995 v Zeltwegu. Pa še vedno godejo."
0,0,Nova spletna kamera na Planini nad Vrhniko - 733 m nadmorske višine http://t.co/oyHIz3rnY3
1,4,"Muslimi ovce, kristjani  otroke, vsi pa izprijeni do skrajnosti. 
https://t.co/ZacHywiKSe"
1,3,"@RibicTine ""Padeži"" ji delajo probleme. Ta mula se obnaša kot mula, trosi pa neumnosti kot osnovnošolka, besedni zaklad pa za vrtec."
0,0,"10.maja bomo malo humanitarni, no ja, pa še rekreirali bomo. Je še kaj lepšega? https://t.co/9XqhvnY82e"
1,1,"Gasilci so zato pridni, požrtvovalni, hitri in efektivni,  ker med njimi ni čefurjev."
0,0,Ob 19.30 bo v Cankarjevem domu koncert Modrega abonmaja. Orkester Slovenske filharmonije ter dirigent Nader Abbassi. http://t.co/eONjN9jWFP
0,0,@AnkaLesar Ves kolk so slastni. Nafilani z razlicnimi polnili in s kislo smetano #dumplings
0,0,"Vodne vire hočejo zavarovati pred trojko: 

  Kategorija:
  Slovenija
  Mon, 06 May 2013 09:00:00 +0200

Prime... http://t.co/IHvm5RnI7M"
1,2,"@Max970 Zdaj so levičarji že spet nove spole odkrili,
menda jih je že čez tristo. #psihiatrija"
1,3,"Kje so aktivistke, da grejo spucat to svinjarijo ...Violeta pa tud, ce spije en liter se ji ne zbistri ... https://t.co/06RFoUJIYQ"
1,3,"@CedilnikRobi Jp, res je... vsak #betamoški, ki naivno verjame, da je za fasado mejkapa še vedno privlačna ženska."
0,0,"@MarjanRolih @ZanMahnic @strankaSDS @JJansaSDS Joj, kaj vse pička rodi 😂. Zborček degeneriranih farških klovnov"
0,0,"Po moje bom lahko dala v potico več ljubezni, če si zraven nalijem kozarec vina."
1,1,"@DanielKalan Qurc, 170 hočejo. Za 2ko pa že 210, banda kitajska požrešna. A zdej bi še pečenko zravn riža jedl."
0,0,Tudi grešnik Erlah kdaj zadane žebljico na glavico. Tokrat kar z macolo. Posebej zadnji stavek. https://t.co/XUM3WHSh4U
0,0,@orkaa Fyi drgac jih lahk neses v H&amp;M jih reciklirajo. Sam jaz sem (se) sprasevala bolj zaradi tega ker folk hodi z balami cunj iz trgovine.
0,0,"@DenisMkl Noooo nooooo! Prvo je vročitev poziva, nato je privedba,.... sele nato tiralica!"
0,0,šE ENA PRENOVA. TOKRAT JE BILA NA VRSTI NAŠA PENINA CONTESSE #bagueri #rebula #restyling #sparkling #charmat https://t.co/XRg8wz8ecX
1,1,"@spagetyuse @mcanzutti Točno. Nas pa tiščijo na Balkan. Jaz s"" čefurji "" nimam popolnoma nič skupnega."
1,3,"Punčke nam bodo sodile. Meni ne, si dam raje šus v glavo. https://t.co/BhTsDl55tP"
1,4,@OranjeSwaeltjie @MitjaIrsic Izraelu ne priznajo pravico do obrambe pred domacemi teroristi.
0,0,@PrometejDD @lukavalas @drfilomena @JazbarMatjaz Itak. Je preveč impulziven. Ga after zmeraj zelo peče vest.
1,3,@DKopse To je sedaj semaforka (ženski spol) in ne več moško-šovinistični semafor.
0,0,"@MazzoVanKlein @AfneGunca16 @leaathenatabako Ja, tiste, ki si z masažo veča oprsje ;)"
0,0,"Caterpillar naznanja težave svetovnega gospodarstva: Zaradi manj naročil rudarske industrije, so poslovni rezu... http://t.co/BK1HgitPGE"
0,0,Paketi s sestavinami so na voljo na Črnem Trgu ta konec tedna! Obilo zabave vam želimo! https://t.co/g2LOO40070 https://t.co/GOCxdlCtq2
1,4,"Slovenci ne rabimo islamskih skrajnežev, da nas ogrožajo, mi smo sami seb največji sovražnik. 

#butale https://t.co/QB9PV7VJyr"
1,1,"@Nova24TV @Razbyak Zelo lepa in zelo realna slika. Sam kaj nam slovencljem to pomaga, če dopuščamo komedijo; narod hlapcev od karantanije."
1,3,"@AnaZagozen @SDS_Ljubljana Uni esesovki v črni majci bi dovolu, da mi pofafa rit."
1,2,"@petrasovdat @petra_jansa Spet neka pederska posla! Bom prišel nazaj, bo maveična koalicija :)"
1,3,"Zdravnik, ženo boli grlo in glas je izgubila. Kaj naj naredim? 

- Človek, uživaj 😂"
1,4,"pedri in lezbijke, muslimanski bratje in sestre vas tako pricakujejo https://t.co/4HWPJBMD6u"
0,0,"Ge? Ge man pejnez kelko ščejš, samo nej v eton tošlni. Tistoga san doma njau. Tak ka zaj te man... Nika!
#cvetkadneva"
0,0,"@VladimirVeligor @dusankocevar1 S tistimi v zablodah, se ne diskutira, ker je to oksimoron!"
1,4,Ko strašila obdela bodeča žica se pokažejo kar normalne ženske. https://t.co/w9TxoQSbgT
0,0,"@JanjaSl @MiroCerar @RTV_Slovenija @StrankaSMC Nisem vedel, da vsi šnofate #špinjel
Reforme ne blestijo, ker jih ni!"
0,0,Obeta se ponovna sprememba Uredbe o določitvi zneska trošarine za energente #Lexkliping
1,1,Kateri debili so davnega leta 1991 nam Slovencem dali državo? Morali so nas grdo sovražiti. https://t.co/LTYTRLqz9f
1,2,"@BojanPozar na teh paradah ponosa je gejev za vzorec, pedrov takih in drugačnih pa koliko hočeš..."
0,0,"In potem vsi pravite da smo #gorenc -i škrt, pizda, primorce poglejte ! 

https://t.co/owMbGPwuUm"
1,1,@BernardBrscic domovinska stranka???? Brščić. ali imate čefurji že svojo stranko?????
0,0,@ErikaPlaninsec @Alex4aleksandra Tej pički s čajem se pa vedno do solz nasmejim...
1,3,"Zato pa ženske, držte ga, če mate pravega. Ti novi baje niso več ""pravi dedi""! https://t.co/juar0VmUUn"
1,3,"VV Faktor oddaja-Zmago ima prav,vendar sili v besedo drugim,pravnica naj gre v kuhnjo,Bojanovo žlabrdranje pa adijo https://t.co/tr90pAWWeC"
1,1,"@karfjolca @JakaDolinar2 @PerkoBenjamin bosancu pade otrok v gnojno jamo, ga izvleče , da ženi in reče, ""jel da ga kupaš ili pravimo novoga"""
1,3,@apocalypsedone @milijonar Za to se vzame kakšno manj inteligentno sogovornico. Npr. Milekovo ali V. Godino.
0,0,"Mirakul! Celotedensko dozo sonca smo dobili v enem kosu! Kako furiozen zaključek novembra!
Sonce z vami, a."
1,3,"@magrateja @PrometejDD @t_celestina @KatarinaDbr A bi ti mal nehala womansplainat, a? Lepo poslušaj in se uči, punca."
0,0,"@MrAndyPerry To je bil pa moj najljubši avtomobilček na električni pisti, ki sva jo imela s fotrom."
1,1,"JEBANJE pod prisilo uboge lekarnarke od vašega ideološkega somišljenika tovariša Srbjanca in potem imejte ksiht ""nastopati"" v kupleraju TEVE"
0,0,"Po fizičnem napadu na sonarodnjaka, najprej s pestmi, nato še z nožem, sta ga Pakistanca na koncu še oropala

https://t.co/JOItkpFjW1"
0,0,"Namažeš z gelom in obročki okoli trebuha izginejo. Potem lahko opazuješ slone, ki letajo...😀😂"
0,0,"kape-baretke od prvih redarjev MOL,rokavice iz Merkurja,simboli naštki iz bouvšjega ob ljubljanci,obleke druga roka https://t.co/wt5G1Ubwy9"
0,0,"@DMShinratensei Jaz sem šla že v posteljo in nič, tako,da sedaj pijem vroče mleko z medom, če bo kaj pomagalo."
1,1,"@NenadGlucks @JozeBizjak To je pač srbak, ki mu Slo. evri pomenijo več od lažnega ponosa in pokazal, da je sam Ljubljanski konjski hlapec."
1,1,"Evropa postaja spet groba in grob. Tokrat je vojno zamenjala množična invazija migrantov. Spet se vse eksercira, grupira, ekstremira, čisti."
1,3,@xxx24241454 @hladnikp @strankalevica Gravitacija pri njenih 55-letih je pustila pa fajn sledove.
1,3,"Tip za sosednjo mizo je že tretjič nahrulil svoje dekle, ker si je drznila nekaj tiho pripomniti k debati. #tapraudec #kroznikvglavo"
1,1,"Bombastičen naslov bi bil: Potonil je čoln s korejskimi migranti....
(konec dober, vse dobro...) https://t.co/nxCCMA3QhD"
1,1,"#Protesti  v sredo POPOLDNE. POPOLDNE? In potem se čudimo, ko nas 
nategujejo na suho. Slovenec- bil in ostal hlapec."
0,0,"@leaathenatabako Ena manka, sm takoj ugotovila, drgac pa dobra macka brez ene pikice"
1,2,"@Jo_AnnaOfArt @zasledovalec70 Iz tega izhaja, da muslimani naravnost ljubijo pedre."
0,0,"A zdaj, ko bomo imeli desno vlado, se bomo mi tudi lahko v Bruslju za rit ščipali?"
0,0,"""Uvožena"" barabina 33-letnici v mariborskem nakupovalnem centru City ukradla 33.000 evrov! | Politikis https://t.co/HBn0quJlBT"
1,1,"Če bi bila srbohrvaščina tuji jezik bi znal enga, ampak v SLO je čifurščina domač jezik https://t.co/Zh3ES8o0SU"
1,1,Vlada bo na državni račun uredila ROMSKO NASELJE ŽAB...in to na parcelah ki so si jih cigani prilastili..mlade izob.družine so pa brez stan.
0,0,"Šok po prihodu v apartma na Hrvaškem: umazanija, golobji iztrebki in plesen. → https://t.co/WOTwo7vVMg https://t.co/qPWrSv4sz3"
1,3,"@edvardkadic Nop, mi smo radi nategnjeni, predvsem se ženske rade nategujejo #kozaobraz, hehe"
0,0,"Ne spomnim se več termodinamike, ampak precej prepričan sem, da en zakon pravi, da ob 1 uri zjutraj ne moreš dobiti dolgočasnega snapa."
1,1,"@ajitamxy Zakaj 16 miljonov?
2 miljona retardiranih belcev bodo pobesili, to radi delajo, pa bo prostora še za 2 dodatna miljona"
0,0,Jebeš železove tablete. Od terana me zagotovo ne bo zvilo v želodcu https://t.co/xstusVVGEu
1,1,"Da se uničujejo med seboj, je treba podpirati in vzpodbujati! https://t.co/c797tEHFwo"
0,0,Zaradi raka trebušne slinavke je umrla legendarna pevka. https://t.co/KWZYY27cNy
1,2,"""Kršene so pravice zapornika Janeza Janše! Kdo ima čas za pedre?!""

SDS o nepodpisu zaveze o spoštovanju LGBT pravic"
0,0,"@MiranZore Ampak zakaj ga gre sploh menjat, če pa itak zapušča klub? No, sej ne, da si ženem k srcu 😁"
1,4,Islamiski terorizem vzrok za kar 91 odstotkov žrtev terorizma v Evropi https://t.co/5AYbazMUZt
1,2,@BineTraven LGBT postaja nova RKC. Pod njihovo zastavo lahko vidimo vedno bolj čudne perverzije.
0,0,"@nkolimpija Čestitke za naslov - ampak
Milaniču se lahko zahvalite. 
Pa tud kakšnemu sodniku."
0,0,"@nefiltriran @FranciKek @MitjaIrsic Ameriški milijarderji se ti iskreno zahvaljujejo, ker jih braniš, o spletni vitez. Plačali ti ne bodo."
1,3,"Še ena zgodba, kako si ženske med kolegicami potiskajo nože v hrbte. #TinderDejt"
0,0,@ErikaPlaninsec Babi... Ona želi drugo Mašo... Tisto z medvedom.... Bolj brihtna😂😂
1,4,"Musliči že grozijo!!! Ali ni že počasi prišel čas da jim nastavimo ogledalo? Vaške straže, itd... https://t.co/MWgSNZz9g4"
0,0,@MKlacom @sarecmarjan Lažeš. Dovoljena je neomejena nekomercialna spletna in promocijska uporaba.
