title,hatespeech,subtype,text
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,I was kinda hoping for name or names. Maybe I'll google it later.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,"""DEMOCRATS"""
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"Cut off Federal funding and arrest anyone getting in the way for aiding and abetting, obstruction of justice and everything else that might stick."
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"I know a Scotsman who was deported for overstaying visa one day, he was at the departure area of LAX leaving the country and is now barred from returning, he is a security consultant for people working abroad and is married to an American, the reason for the harsh treatment can only be because he is white. This is the world you liberals are making for yourself."
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,HE WAS WHITE AND SPOKE ENGLISH
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,"These people need to be deported and shot if they come back. Also, the people aiding and abetting the illegal aliens need to go directly to jail, behind the bars!"
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,Its failing has failed to remove any illegals period there all criminal
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,Any U.S. Citizen voting for Hillary Clinton is the intellectual equivalent of a chicken rooting for Colonel Sanders.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,"I case you haven't noticed nothing works under Dim. control. What is it about the word ""illegal"" Dim's do not understand? Why do we write laws that are not enforced? Vote Trump!"
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,"Hillary's support of Sanctuary cities is about as bad as her support for BlackLivesMatter. How do you help fix any social injustices by burning down you own city and randomly attacking white people on the streets? Someone please explain to me how that works. Remember BLM was invited to the White House by Obama. Again, how does that work when five police officers lost their lives protecting BLM protesters in Dallas and Hillary refused to seek the endorsement of the Fraternal Order of Police. How does that work? Perhaps a Hillary supporter would like to explain. Even at the DNC convention when a silent prayer was taking place BLM people in the audience jeered during the silent prayer for the fallen officers. Please Hillary supporters explain that one to me. We need law and order in this country. No US citizen black, white, Latino, Asian, has the right to destroy people property without consequences. But it's okay if you are black protesting about a criminal with a gun who refused to put down his gun and was shot and killed by police. What would you have done?"
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,"Vote DemoKKKrat 2016: Because we believe that global warming is settled science, if you put too many people on the island of Guam it might flip over and capsize, and jews are termites. Now, if we can just figure out which restroom to use..."
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,Bigot! Shalom
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,CLM. Citizens Lives Matter
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,WELL PUT
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,"mcd All lives matter Mr. Obama and Mr. Johnson, not just your future democrats here illegally."
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,"mcd NOT ALL,,,,,,, ILLEGALS CRMINALS AND MUSLIMS NOT SO MUCH!!!!"
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,"Obama does not want illegal criminals deported, PERIOD! One of his reason is because his uncle would then be deported instead of being given a free pass to commit more crimes. His uncle is protected, ICE has been ORDERED to stay away from him, and local law enforcement has been told they are not to arrest him or harass him anymore. Look it up, this is true."
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,OBAMA IS AN ILLEGAL ALIEN THE SS# HE USES IN THE WHITE HOUSE WAS ISSUED IN CONNECTCUT IN LIKE 1898 TO A FRENCH NATIONAL THAT BECAME A CITIZEN HERE MOVED TO HAWAII IN 1960 AND DIED IN 1961...... OBAMMA BORN IN BRITISH REPUBLIC OF THE CONGO IN 1961 AND MOVED HERE ILLEGALLY AND GRANDMOTHER OF WHITE MOTHER WAS THE ONE IN HAWAII THAT COLLECTED AND DESTROYED SS# 'S OF DEAD PEOPLE....... FIGURE IT OUT FROM THERE
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,Wrong. Social security started when??
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"Should be a bounty for civilians who apprehend and turn over illegals to ICE. They say they have to few agents, this would hugely expand the forces on the street. Of course, there needs to be total E-verify compliance enforced to prevent undocumented people from holding jobs. If we want to enforce our immigration laws we can, but the facts are we as a society do not have the political will to do so. I suspect in 50 years the U.S.A. as a true s,overeign nation will have been so diluted as to not exist."
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,CREATE JOBS A NEW BOUNTY HUNTER WANTED DEAD OR ....... ALIVE/ NOT SO MUCH!!!!!
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"If you are in Mexico working illegally any Mexican can arrest you, law enforcement personnel or not."
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,"Vote DemoKKKrat 2016: Because free food, clothing, education, housing, healthcare, abortions, contraceptives AND Cellphones, just isn't enough to keep our constituency from rioting. We need more of your money."
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,SUPRISIED MEXICO HAD ON OLYMPIC TEAM.......... THOUGHT EVERYONE THAT COULD RUN JUMP AND SWIM WAS ALREADY IN AMERICA!!!!!
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"That joke was brough up earlier but later deleted. It's an old one, but props on bringing it up during the olympics, that makes it more contemporary."
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"LOL YA I STILL LIKE IT THOUGH DIDNT SEE IT BEFORE IT WAS DELETED,,, SOMEONE ELSE HAS A GREAT MIND LOL"
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,Fence-climbing hasn't been recognized as an Olympic event......
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"Eh, depends on your interpretation of fencing."
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,Vote DemoKKKrat 2016: Because it's time for your hard earned money to belong to someone else!
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,"DemocRats love illegals ,,, & why you may ask?,, because they can round them up and have them vote in elections. Only Grubers believe there is no voter fraud, yes the dead do vote in Chicago !"
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"That's because the leftist media refused to report it. In the minds of the liberal lemmings, if mediamatters didn't report it, it never happened."
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,AND EVERYWHERE ELSE IN DUMMYCRAP DISTRICTS THE DEAD VOTE
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,Government can't take care of anything. It's time to do away with it all and farm every section out to private sector. Government jobs are all friends and family of mostly unqualified people including President. They make too much money after year jobs are tenured and you can't get rid of them. All they can do is move them to another section and keep paying them for nothing while their job position automatically get step increases. The bigger the government gets the worse our country functions and the worse off the public is.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,Sanctuary is a function of the Catholic Church. States are not suppose to impose their Religion over the citizens of the US. The people under Sanctuary are suppose to be housed and remain on Church Grounds. At the expense of the Church. Until a determination of resolve between the State and Church can be made concerning the individual. An individual that leaves the Church grounds is subject to the full extent of the Law. The State is liable for the damages caused by the imposing of the Catholic Religion on the people.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,"When the blatant anti- Christian asault by the Administration and Democrats at every level is ceased then some credence can be accorded to the ""sanctuary"" argument. SANCTUARY cities are run by virulent secularists and Liberals. They are a recruiting ground for ILLEGAL voters and a means to bolster the population for districting purposes. Sadly the American catholic Church is only afactor when some Liberal tenet can be contrived, If the Catholic Church had any real clout every legislator,Pelosi and Biden comes to mind,purporting to be a Catholic and being supporters of any and all legislation supporting abortion and taxpayers paying for it would be publicly excommunicated. That has not happened and the Catholic Church is no longer the bastion of morals that could once influence elections. Sanctuary Cities are the creation of Liberals looking for support from legal minorities. RELIGIONhas nothing to do with it unless you are an amoral athiest..."
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"I think cutting off federal funds to cities who do not enforce current law is a dandy idea. Nothing would make them move faster to fix that sanctuary attitude of aiding and abeting illegals in the commission of a crime - staying here illegally, working here using false papers (fraud) or worse."
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,Sanctuary Is a place of refuge for Individuals that are appealing to the people of a State and not the State itself. A plea for personal protection in full recognition of their gilt in the breaking of the laws of a State. A safe zone of apprehension by the People for the protection of all. Where they can safely present their case of circumstances that led them to having no other alternative than to brake the States Laws. For when a State itself is involved in the granting of Sanctuary it is in conflict of interest to itself and the people thereof.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,"The Obama administration counts the young girls that are kidnapped and sold into sexual slavery south of the border, those that die in the desert and drown in the Rio Grande as deportations !! LTFOL"
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"This big O has truly created a national crisis.... This administration the Demoncrats not to be confused with the honorable but few democrats left, and their supporters are continuing to destabilize the country of America and its good people.... THE PEOPLES CHOICE...CEO / LAW & ORDER PRESIDENT DONALD TRUMP IS THE ONLY SANE , COMPETENT , AND CURRENTLY RESPECTED VOICE OF THE AMERICAN POPULATION AND IT'S BEEN EVIDENT SINCE HE HAS BEEN RUNNIG FOR OFFICE THE COUNTRY HAS BEEN CHANGING BECOMING MORE FREE , MORE PATRIOTIC, AND CONTENT WITH A REAL LEADER AND ADMINISTRATOR TELLING THEM THE TRUTH AND SUPPORTING THEIR BELIEF IN JUSTICE AND FAITH IN THE FUTURE OF OUR AMERICA...TRUMP HAS A GREATER POSITIVE EFECT AND AMERICAN.... REAL PEOPLE BASED ...FACT NOT FICTION POLICY GOING FORWARD FOR REAL PEOPLE IMPACT ON TODAYS AMERICA OUTSIDE THE OFFICE THAN big O has ever accomplished in the office dividing , undermining , and over talking the PEOPLE OF AMERICA AND ITS GOVERNING CONSTITUTIONAL PRINCIPLES....WE WILL MAKE AMERICA GREAT AGAIN"
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,THERE ARE HONORABLE DUMMYCRAPS ???????? ISNT THAT AN OXYMORON???!!!!
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,"And by ""Dangerous Illegal Immigrants"", they mean, ""Democratic voters""."
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,Don't forget the dead also
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,Liberals are brain-dead. Does that count?
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,pulse or no pulse there registered.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,Demrats
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,Dems shouldn't be allowed to live in gated comunities
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,"OR LOCK DOORS OR USE CARS BUSSES PLANES TRAINS, LIMIT H2O USE AND NO GUNS OR BODY GUARDS FORCE THEM TO LIVE AND TAKE CARE OF VIOLENT ILLEGALS AND MUSLIMS.......... NONE WOULD BE DUMMYCRAPS FOR LONG,,,,,, OH YA FORCE THEM TO WORK AND GIVE THE MONEY TO THE GOV. NO WELFARE, EBT, FREE HOUSING ETC......."
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,Liberals are good at spending OTHER people's money.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,They will give away anything they don't own.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,If all it took to fix illegal immigration was burn down some liquor and clothing stores and beat up whites randomly by mob violence Democrats would of already fixed it. cincyman Tired of law enforcement based upon political correctness? Then make sure you vote. And vote for Trump.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"I think the maximum age to abort a liberal should be 40 years old. After that age, all the drugs and alcohol will tear them down fast anyway"
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,Clearly the will of The People doesn't matter. This is what happens when Liberals are in control. End the madness...TRUMP / PENCE 2016
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,Democrats sure can't fix anything and they sure can keep information secure but they sure can empty a liquor store and burn it to the ground completely easy enough.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,Single Payer Healthcare is just around the corner. Conservative Healthcare is failing. We must go to a pure Government solution!
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,And bankrupt the Nation...
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,And every penny of it will end up in THEE Foundation
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,<<< Ok Adolph. When did you get off your meds...or into this country for that matter
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"LOL. How's Obamacare been doing so far? Shows you how much a gov't healthcare program works.Quick summary since you seem to have missed it: Lost BILLIONS so far when Oblunder promised it would save taxpayers hundreds of millions. Has hurt & cost more people than it has helped. Yup, gov't efficiency hard at work."
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"HSA were brought into play during the Bush years, and it is still the only viable health plan. The government failed with the mail system, why on earth do you think they can get the health care right?"
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,THINK THE GOV WILL TAKE CARE OF YOU???? LOOK AT THE AMERICAN INDIAN...... HENERY FORD
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"A wise Indian chief once said, ""Sure you can trust the government"". He only said it once......And he wasn't considered very ""wise"" any more."
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,THAT'S RIGHT
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,Just like they have in Venezuela?
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,A DEATH SENTENCE IS THE ONLY CURE FOR STUPIDITY!
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,CASE IN POINT SEAN REED!
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,we need to hang all the illegal vermin. Starting with the ones that don't have birth certificates that are real.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,Liberals = protecting the criminals and hanging American citizens out to dry
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,Are you tired of the liberals coddling illegals and criminals? Then make sure you vote - for Trump.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,and anyone who backs him
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"I remember when I lived in LA several years ago. The Hispanics wanted to make a statement about how much they were ""needed"" to do all the jobs. So they had what they called ""Day without a Mexican"" where they all stayed home from work in protest. Totally backfired on them. There was no traffic on the freeways (unheard of in LA), all the businesses functioned without issue, and all the white people asked when they were gonna have another one."
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,YEAH BUT AT LEAST THE MEX'S ARE WILLING TO WORK AND NOT BECOME PROUD LIBERAL CRIMINALS LIKE SO MANY BLACKS ARE EXHIBITING!
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,US citizens are just collateral damage in the Lefts quest to make America brown...
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,"So, according to my federal government, it's OK to refuse to cooperate with ICE to turn over illegal aliens for deportation and it's not OK for local and state governments to round up illegal aliens running amok in the streets of their cities for deportation? I see the problem.... My Federal Government!!! Good thing I can vote!!!!!"
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,"We are in a situation we cannot vote ourselves out of. Propaganda has control of women's minds, the only solution is armed resistance against anything related to the Federal Govt."
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"By law, local law enforcement agencies are supposed to turn illegal immigrants over to the feds for deportation when they are due to be released from custody, but illegal immigration advocates say the policy violates the subject’s civil rights. What ""civil rights"" do non-citizens in this country? None!"
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,"Don't do anything until Trump gets in. Then we can clean house of illegals, and sentence them to Building the Wall and then make sure they are on the Mexican side when it is complete. Its a Win Win"
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,LOVE THE IDEA
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,"Jeh Johnson is another political hack. Here in Arizona we are flooded with illegal immigrant criminals and the only law enforcement agency to take action, Sheriff Joe Arpaio's Maricopa County Sheriff's Office, has been stopped from his program to weed out these felons. It seems to me that it would benefit the supporters of Mexican and Central American immigration to remove the felons from their neighborhoods but that doesn't appear to be the case. Congress needs to pass a bill to stop federal funding for sanctuary cities NOW! It's interesting that liberals want more federal power but when it comes to issues like this they spout about LOCAL control. We cannot afford any more illegals. We need to get our own house in order before we go back to saving the world!"
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,Saving the World = Ridding America of Liberals
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,I love Sheriff Joe.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,pushing 80 something and probably will get reelected. He is doing something right.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,Get them out of here.........
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"Obama to white working Americans ""FU"""
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"To ALL Americans workers ""except lawyers"" ""FU"""
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"""Good luck to the Mexican High Jump and Pole Vaulting teams...you're going to need it."" --Donald Trump"
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"It seems, most of our government is seriously broken. I recently witnessed 7 Seattle ""city workers"" standing around a hole watching a backhoe bucket work."
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,The person leaning in the flag was paid the most.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"That's an old one but props for bringing it up during the Olympics. It makes it contemporary. So, at least one like for style points."
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"why did that comment get deleted. "" why don't Mexicans do well in the olympics"
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,It could just be that he's a bit embarrassed. It happens. Or Fox could have deleted it. It happens.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"Stop screwing with the taxpayers safety and security. If you liberal police chiefs cant follow the law of the land, then its high time you find another occupation."
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,ANY illegal immigrant caught committing any crime or receiving any welfare should be immediately deported. Biometric scanned and informed if caught in USA without proper paperwork again will be on a trip to prison to work on chaingang fixing our roads etc. No if's ands or buts. Follow rules or suffer the consequences
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,White young women lives matter. Unless your ICE
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,Tired of all this liberal nonsense? Then make sure you vote - for Trump.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,Q. How do you circumcise a liberal? A. Kick his boyfriend in the chin.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,Ok we have a winner:)
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,Liberals backed by Liberal officials all deciding which laws they feel like following......They all belong in jail for participation in - and aiding and abetting criminal acts
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,The Voice of the Illegal Aliens is now louder then the American Peoples.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,Thanks to the DNC.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,We all knew this was happening. Now we better start checking the voting machines am sure Trump is right on voter fraud also.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,How do you break up a riot in Milwaukee? Drop paternity tests from a helicopter into the crowd of thugs
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,Or drop job applications....
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,or work boots
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,They would just make paper airplanes out of them.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,Criminal illegal aliens. Isn't that a little redundant? I can't believe how dumbed down this country has become.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,Thank bill Clinton.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,Time to vote out those who would put illegal aliens before the citizens of this country......
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,Globalization is only concerned with the Elite controlling the Commoners and everything else.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,Q. How do you starve a Democrat? A. Hide his EBT card under his work shoes.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"You can't rob a democrat, all you can do is get your money back"
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,Q. Why don't you run over a liberal on a bike? A. It's probably your bike.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,Q. What do you call a liberal on a bike? A. Thief.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,Globalization is only concerned with the Elite controlling the Commoners and everything else!
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,Wasteful and ineffective programs - there's an extremely small number of murders in this country by released illegals . . .
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,There shouldn't be any Illegal is Illegal
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,That small number is too many.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,"I wouldn't mind if the illegals murdered just liberals, that would be poetic justice.... but the murder of innocents (aka non-liberals) is intolerable."
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,Just read an article that says the murder rate for Illegals is 5 times higher
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,Yes by other illegals or Democrats.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,what number will make you happy?
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,"Not true. First off over 300 convicted time served MURDERER illegals were RE RELEASED back into the UNited States......and over 100,000 Violent Felon illegals with them. All during Obama's time in office."
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,So you would rather live in a country that doesn't follow its own laws. That's called anarchy.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",1,-1,"One is just one too many, Chico."
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"It's like in the movie ""The Help."" Those poor black people in the south didn't have any hope until that privileged white girl showed up and started the whole Civil Rights Movement!"
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"This is an easy problem to fix. If you are one of these a-hole politicians or police chiefs unwilling to hand over dangerous criminals, and that dangerous criminal kills someone you are responsible for manslaughter and should be prosecuted as such. Period. No negotiation, no plea bargaining, none of it. You're responsible. Still want to harbor these folks? We as a people need to demand this. It's absolutely unacceptable, and a dereliction of their sworn duty to protect the public."
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,Charges should include but not be limitted to: Deriliction of duty Conduct unbecoming Obstruction of Justice accomplice before the fact
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,if it were only that's simple....not that I don't agree...completely.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"Q. Why do they bury liberals 2 foot deep when they die? A. So they can still get a ""hand out"" BWAAAAA HAAAAA HAAAAA"
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,You wasted time on that? Bwaa haa haa teabags got nothing.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,<< got nothing?
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,There is No God. Santa Never Came Down the Chimney. There is too much senseless Violence.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,and yet these fools still vote for Dems
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"For and by Democrats it's ""Pittsburg STEAL"""
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,Give money to freedom give to the George Soros Charity. Open Society is a freedom organization that works with all people wanting to be free.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"If you believe that, you've been deceived."
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"""Give us all your money so we can make you rich and independent?"""
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"The only thing you liberals want ""free"" is your social programs that us conservatives pay for. Get a job, freeloader"
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,"I paid $87,000 in taxes last year....How much did you pay?"
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,Sure you did Skippy. Sure you did.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,I own a ten year old successful small business. Something you only dream about.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,yeah seanny you're dreams are a farce
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,Cooking meth seems to be working out for you. I paid around $40K.
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,Like I said....How much did you pay?
"ICE program failing to rid US of dangerous illegal immigrants, analysts say",0,-1,The only thing free in your society are herpes and hemorrhoids
First lady Obama takes swipe at Trump,1,3,so madame wookie wants to play too
First lady Obama takes swipe at Trump,0,-1,"Epitomy of arrogance and sef-righteousness whose inner circles are Valerie Jarrett and bill Ayers, Rv Wright.....Ho w dare she sit in judgement..how dare she sit in the white house and verbally degrade it! Where's your political correctness now? Time to move out Michelle!"
First lady Obama takes swipe at Trump,1,3,Michele Tarzans calling
First lady Obama takes swipe at Trump,1,3,"We have never had a spoiled, thankless, America-hating THING for a First Lady before this wicked witch."
First lady Obama takes swipe at Trump,0,-1,Except Nancy Reagan.
First lady Obama takes swipe at Trump,1,3,"Deneen, how can you betray your black brothers and sisters? The First Lady channels Martin Luther King and you dare to sit there and deride her? What kind of person are you? You have the look of a mature beautiful young lady, but then you say the words that you do under the guise of religion with that religious symbol around your neck when clearly you do not take the words of the Sermon in the Mound to heart. I'm only White and I evidently know better than you about what you should know deeper than I can ever know. How much money is in your pocket from taking advantage of the selling out of your race? Those on the Conservative Right who don't embrace the light of day take great pleasure in your defection, and those of your race who are in poverty and lack opportunity because of the prejudice against them should haunt your dreams at night. And if you have an honest bone in your body. You will be haunted until the day you become honest with yourself about what you are doing. Shame on you! Grow up!"
First lady Obama takes swipe at Trump,0,-1,You took a lot of time to say nothing.
First lady Obama takes swipe at Trump,0,-1,If Michelle is 'channeling' MLK then I want to change the channel. Never has he been cited as an excuse to base everything on skin color. AS SHE DOES.
First lady Obama takes swipe at Trump,1,3,Michelle is lying...Trump sad he wants to build a wall to keep the illegals out and he wants to deport the illegals currently in the US...he never said he wanted to deport those that are here legally. The Democrats need the illegals here to vote for them!!
First lady Obama takes swipe at Trump,1,3,Michelle is lying...Trump sad he wants to build a wall to keep the illegals out and he wants to deport the illegals currently in the US...he never said he wanted to deport those that are here legally. The Democrats need the illegals here to vote for them!!
First lady Obama takes swipe at Trump,1,3,Name Calling?... Poor little PC cupcakes... Can't bring themselves to mention Radical Islam Terrorist.
First lady Obama takes swipe at Trump,0,-1,"and Hilary is innocent and says none of that.....NOT! Michelle, shut your pie hole no cares what you think. Go redecorate something"
First lady Obama takes swipe at Trump,1,3,"Moochelle Nobama takes swipe at Trump it sez. Trump better look out, apes have a long reach."
First lady Obama takes swipe at Trump,0,-1,Racist much?
First lady Obama takes swipe at Trump,0,-1,"just callin' a spade, a spade. oops"
First lady Obama takes swipe at Trump,1,3,"""She also said Americans “don't build up walls to keep people out because we know that our greatness has always depended on contributions from people who were born elsewhere but sought out this country and made it their home."" Does she consider herself American or African-American or just African.....Was it not Michelle that said “People in this country are ready for change and hungry for a different kind of politics and … for the first time in my adult life I am proud of my country because it feels like hope is finally making a comeback.” Really? After benefiting from being a minority?"
First lady Obama takes swipe at Trump,0,-1,"Its funny how he bloviates about others not accepting him and anybody else thats frakish, yet doesn't he's doing the same thing"
First lady Obama takes swipe at Trump,0,-1,and progs never do anything hypocritical. Guess it takes a hypocrite to know one.
